,Start,End,Speaker,Text
88,0:39:42,0:39:52,SPEAKER 2," Right.  OK.  So Barclays put out a note.  They said they were lowering the estimates for Berkshire,  for the EPS.  Do you read that stuff? "
89,0:39:53,0:40:48,BUFFETT," No.  Well, I mean, I may read it accidentally,  but I don't seek it out to read.  I'll put it that way.  But it just doesn't make any difference  at all.  I mean, if I spent time reading that,  I wouldn't have a time to read 10Ks.  And  we're not going to do anything different.  I don't know what we're going to earn.  As I put in the annual report,  and I really think this is unique.  I mean, we do not  prepare financial statements monthly for Berkshire.  And  there's just no other company would do it.  There's no sense doing it.  I know where the money is.  I know how the companies are doing generally.  But what difference does it make?  Because I'm not going to try and hit any number for the quarter by,  you know, having a sale on insurance or doing something even worse.  So it,  and Charlie, I mean, he knows where we stand.  And we know what businesses are doing well,  which aren't.  And we certainly know where the money is. "
90,0:40:48,0:41:01,SPEAKER 2," Another one, UBS survey of Berkshire investors says the five most important things to them are succession,  investment performance, M&A opportunity, share repurchase,  insurance margins.  Do you read that? "
91,0:41:02,0:41:06,BUFFETT," No, but I don't disagree.  I mean, I'm glad that somebody understands this. "
92,0:41:07,0:41:08,SPEAKER 2, Your own investors.  Yeah.
93,0:41:09,0:43:23,BUFFETT," Well, that's important.  You know, 54.  Well, if you go back to when I started my partnership in 1956 that  Berkshire came out of,  there were seven people sitting there at a table having dinner,  relatives primarily.  And I said, here's the partnership agreement.  It's done under Nebraska law.  It's four or five pages.  You don't need to read it.  But I said, here's a little half page,  what I call the ground rules.  And I want you to read these.  And if you feel okay about that,  about the interaction, what the expectations are and all of that sort of thing,  then we'll join forces.  And if you don't,  it's fine.  Other people have, you know, but we don't, we shouldn't be partners.  I mean,  you know, if I'm going to have a partnership with somebody,  I want it to be compatible.  It is, you know, and when you have a  public company, you can't control it.  I can't control who comes in.  I can't control some guy that comes in and thinks we were going to pay big dividends  or split the stock or something like that.  So by my actions and my communications and everything,  I want to attract the people that  from the public market that I want,  and I want to keep the others away.  Costco was built,  Sol Price, who started the Price Club and that thing.  He sat down and figured out the customer he didn't want.  And he set up a system that would keep away the customer he didn't want.  Who did he not want?  He didn't want somebody buying a quart of milk with somebody behind him with a basket of $200 worth of goods waiting for that.  So he put in a membership fee,  and by putting in a membership fee,  he killed all the drop-in business,  the business that belonged to the 7-Eleven.  We want Berkshire to keep out people who have expectations about us that are different than ours.  I mean,  good for them, and I hope they find somebody they fit.  But if you're going to run a church,  you want your seats to be filled by people that are  generally want to listen to your form of religion.  And you don't want it to change every week and say,  gee, I need a new group,  and I'll go out and talk to a bunch of investors and get them to come to my church this Sunday.  Because there's only so many seats in the church.  There's a million six hundred and forty-five thousand or so  A-equivalent shares, and those are the seats.  And I want them occupied by people that are on the same page I am. "
94,0:43:23,0:43:34,SPEAKER 2," The church of Berkshire.  Seems like you've got a big weighting in financials,  and of course you finally invested in Jamie Dimon's company.  Why banks right now? "
95,0:43:35,0:43:59,BUFFETT," They're businesses I understand,  and I like the price at which they're selling relative  to their future prospects.  I think ten years from now that they'll be worth more money,  and I feel there's a very high probability I'm right.  And I don't think they'll turn out to be the best investments at all.  You know, the whole panoply of things you could do,  but I'm pretty sure that they won't disappoint me. "
96,0:44:00,0:44:03,SPEAKER 2, Is climate change changing your insurance businesses?
97,0:44:03,0:44:05,BUFFETT," No, it doesn't change the insurance business. "
98,0:44:05,0:44:08,SPEAKER 2, Does it change  modeling or something in the business?
99,0:44:08,0:45:42,BUFFETT," No, it would change our insurance business if we were writing 20-year policies.  I mean, if there was something that changed life mortality adversely to the interests  of a life insurance company,  you're stuck with a policy for 20 years if you write the  life insurance policy, and you'll keep paying your premiums if it's adverse to me.  That's what's happened in long-term care insurance,  for example.  But when you write a policy for  one year at a time,  you see what the developments are.  And if,  you know,  cars, for example,  are much safer to drive than they used to be.  There used to be 15 deaths per 100 million miles driven.  Now there's a little over one.  On the other hand,  they've become much more expensive to fix.  I mean, that little side view mirror,  which used to cost 10 bucks,  you know, now a thousand bucks or something like that.  So you have things that are changing in terms of,  if you're writing collision insurance,  you've got to allow for the fact that the windshield,  the bumper, all kinds of things,  or the side view mirror and all that are way more expensive.  But if you're writing liability,  you know that people aren't going to die as often.  So climate change is like, climate's been changing.  But the  truth is that you now can buy really big catastrophe limits  cheaper than you could buy them in 2005 or thereabouts,  allowing for changes in the dollar and concentration of population. "
