,Start,End,Speaker,Text
113,0:48:57,0:48:59,SPEAKER 1," – that's going to be able to pay $10 billion,  you know, no matter what happens to the economy.  So it's not only the presence of enormous strength in the insurance companies,  it's the fact we've got all these earnings that essentially come in every month. And we don't have a lot of debt."
114,0:49:14,0:49:18,BUFFETT," I mean, we have debt at the railroad and the energy level. "
115,0:49:18,0:49:18,SPEAKER 5," But  in terms of the rest of the operation – and we don't guarantee that debt, but it's plenty good. And it's – there just isn't another Berkshire. And Ajit recognizes that when he's negotiating.  So does the other party, if the sums are big enough.  There's all kinds of people that love to get $500 million or $300 million, and they can – they may think in terms of lending it out because that's what their insurance companies can do at a somewhat higher rate."
116,0:49:51,0:49:53,BUFFETT," But that is not a game we play in,  and we don't have any interest in playing in it."
117,0:49:56,0:52:04,SPEAKER 1," Okay.  Station four.  Hello.  I'm Marvin Blum, an estate planning lawyer from Fort Worth, Texas,  home to many of your companies.  In fact, Warren,  I met you at the memorial for our beloved Paul Andrews,  who was manager of TTI.  I'd like to get your thoughts on a widespread problem in the world of estate planning,  and that's the failure of most parents to prepare the next generation for the inheritance coming their way.  In particular,  if the estate includes a family business,  most parents fail to do  business succession planning to plan for who will run the business on the day when,  not if,  the founder is no longer there to run it.  The kids aren't prepared, unlike  King Charles – the other King Charles,  not King Charlie Munger –  who has been preparing  for his job as king of England now for more than 70 years.  I sometimes describe the situation like this.  Picture a football game.  At one end of the field is a quarterback.  He has great skills.  He throws a beautiful pass to the other end of the field.  And at the other end of the field are the receivers.  They've never been to a practice.  They don't know the rules of the game.  They don't know how to work together as a team.  They're clueless.  So the quarterback is the patriarch and the matriarch.  The football is the inheritance or the family business.  And  the receivers are the kids.  What are the odds that they're going to catch the football and go score a touchdown?  Probably only around 10%.  I've got the picture on the –  Just give me – No.  The – I probably observed as many – just because of my age and to some extent because of things like the giving pledges – "
118,0:52:04,0:52:11,BUFFETT," I probably observed as many particularly wealthy families the problems,  and they all are – get very particular to the family. And  in my family, I do not sign a will until my three children have read it, understand it,  and made suggestions.  Now, my children are in their 60s, and that would not have been a great success if I'd done the same thing at their 20s.  It depends on the family.  It depends on how the kids  feel about each other."
119,0:52:46,0:52:46,SPEAKER 3, There's all kinds of things.
120,0:52:47,0:52:48,SPEAKER 1, It depends on the kind of business you have.
121,0:52:48,0:52:51,BUFFETT, So there's a thousand variables.
122,0:52:51,0:52:56,SPEAKER 3," But I do think that it's – if the children  are grown and when the will is read to them, it's the first they've heard about  what the deceased thought about things, the parents have made a terrible mistake. And people – people – well, I've run into all kinds of situations, and some people don't tell their children anything, and some of them try and get them to bend to their will by using their own personal will.  They make a million mistakes, and that's one you don't get to correct."
123,0:53:32,0:53:35,SPEAKER 1," Certainly in my – well, Charlie's had a lot of experience, too. "
124,0:53:36,0:53:44,SPEAKER 7," Well, at Berkshire, we have a simple problem of estate planning.  Just hold the goddamn stock. "
125,0:53:46,0:54:04,SPEAKER 1," Well – but that doesn't fit everybody,  Charlie.  I mean – No, it only fits 95 percent.  I don't think it necessarily –  I don't know necessarily whether if you have billions of dollars you want to leave it to all your children. "
126,0:54:04,0:54:10,SPEAKER 7," I mean, that's something – Well, that's another question, but if you're going to place it somewhere,  I just assume it has Berkshire stock.  Yeah. "
127,0:54:10,0:54:22,SPEAKER 1," Oh, you're solving the investment problem for them.  Yes, yes.  But you've got the personal problem of the fact that when there were four,  one of the kids pulled the other kid's cat's tail or something like that. "
128,0:54:22,0:54:24,BUFFETT," I mean, you're dealing with human beings,  and the biggest thing you want is you want – you want your children to get along, and you want that all through your life.  And the estate isn't the only place where you can mess that up, but it's a place where it's a very easy – I mean, I know a number of cases where the  people did not know what was in the will,  whether we're using something that's involved,  and within about 15 minutes,  each one of them had a lawyer, and they don't get along since.  It's important to handle it right, and it's important if you want your kids to have a certain value, certain values,  it's important that you live those values.  It's important that you talk about it to them."
